name,id,type,date,value
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-23 03:00:07,6.928279855104302
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-27 04:38:41,1.844086805781223
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-27 04:38:45,2.797930241702527
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-30 00:57:45,1.3408190101804736
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-30 00:57:48,2.307043363984694
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-30 00:57:51,3.2496377224119506
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-30 22:51:33,2.584036896384661
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-09-30 22:51:35,3.519964304832521
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-19 01:14:52,1
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-19 01:14:53,1.9747
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-19 01:14:53,2.9253562257358428
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-19 01:14:54,3.853133245658556
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-21 18:53:43,1.9389008238395085
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-25 18:24:53,1.4723806836310942
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-10-25 18:24:54,2.4353530515446375
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-03 04:11:36,1.1483167091323874
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-03 04:11:38,2.1193192008733632
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-03 04:11:40,3.0664588658786935
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-14 04:22:21,1
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-14 04:22:23,1.9747
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-14 04:22:25,2.9253562257358428
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-21 22:09:28,1.1781604817709115
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-21 22:09:29,2.1484206705954154
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-22 23:02:53,2.047058528661778
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-22 23:02:54,2.995953655272335
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-22 23:02:57,3.922053753150532
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-28 02:16:33,1.955700279994597
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-28 02:16:34,2.9068194722460974
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-30 20:14:00,1.3540845430342197
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-30 20:14:01,2.3199804976913807
Taco Intake,f657283c-8f1e-46e0-b553-3478d32146d8,habit,2016-11-30 20:14:01,3.2622624179588264
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-01 17:00:03,1
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-02 18:01:58,1.9747
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-03 19:09:04,2.9253562257358428
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-04 10:26:14,1.9975792058131296
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-05 08:00:48,1.047480179030229
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-06 08:03:08,2.0209949772590226
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-07 08:19:40,2.9705240757608857
Javascript,75147fa7-dc1d-4fb6-885d-a9b98630079f,daily,2016-12-08 19:49:14,3.8972278605720723
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-06-24 22:13:12,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-06-28 06:17:54,1.243614090235369
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-07-05 21:37:23,1.3029681025403126
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-07-13 21:30:01,1.1587060515293808
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-07-19 16:39:54,1.2822808769055216
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-07-19 16:39:54,2.2499557241910284
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-07-20 16:29:22,2.0965612557048376
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-07-21 15:22:44,2.021775457609438
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-03 16:08:54,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-11 06:49:02,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-17 03:37:04,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-17 21:28:42,1.48726896031426
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-22 03:29:22,1.0905751396429109
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-31 04:56:21,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-08-31 21:36:15,1.48726896031426
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-06 04:26:24,1.0905751396429109
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-07 05:09:12,1.531411450540123
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-12 03:39:34,1.0932635175109733
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-14 16:37:40,1.133162129766478
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-20 06:18:56,1.0690094102301873
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-22 23:56:41,1.1302077883699553
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-09-23 03:00:09,2.1016609793652097
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-10-09 04:10:29,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-10-09 04:10:30,1.9747
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-10-15 02:07:22,1.2405321167735002
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-10-17 22:59:29,1.1511007347969064
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-10-18 18:12:39,1.5609098047487038
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-10-31 04:00:39,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-11-03 04:11:48,1.1218019312959666
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-11-21 02:55:23,1
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-11-21 02:55:25,1.9747
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-11-22 00:36:22,1.9623660130663714
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-11-29 16:53:05,1.0597537125119842
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-11-30 20:13:56,1.516390242063392
Skate,721dcd84-415e-4dee-b4c1-c5c3d780d071,habit,2016-12-01 02:11:11,2.478277211712026
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-08-04 22:14:20,1
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-08-26 00:00:22,1
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-08-29 05:25:18,1.243614090235369
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-08-30 06:24:27,1.6059991759714958
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-02 03:34:18,1.1956187803318512
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-02 03:34:55,2.165444992728946
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-16 05:31:31,1
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-16 05:31:32,1.9747
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-16 21:40:18,1.9623660130663714
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-16 21:40:20,2.9133227556125183
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-19 05:40:08,2.420021724360798
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-20 20:31:00,1.5896213976525635
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-26 04:32:18,1.0968086430622985
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-09-30 00:57:36,1.0667954370560575
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-10-21 18:53:41,1
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-10-22 01:55:11,1.9747
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-11-04 05:25:50,1
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-11-28 02:16:43,1
Surf,cd892bbc-19e2-447f-9f9b-e80e17f6cccc,habit,2016-12-05 07:16:28,1
